10	0.008	0 2.14E-03
20	0.000675	0 1.81E-04
30	0.00048875	0 1.31E-04
40	0.0006133333	0 1.64E-04
50	0.0008214286	0 2.20E-04
60	0.000969	0 2.59E-04
70	0.0011305	0 3.03E-04
80	0.001292	0 3.46E-04
90	0.0014535	0 3.89E-04
100	0.001615	0 4.32E-04
110	0.0017765	0 4.76E-04
120	0.001938	0 5.19E-04
130	0.0020995	0 5.62E-04
140	0.002261	0 6.05E-04
