10	0.001375	0	7.06E-04
20	0.000125	0	6.42E-05
30	0.000115	0	5.91E-05
40	0.0001226667	0	6.30E-05
50	0.00023	0	1.18E-04
60	0.00021432	0	1.10E-04
70	0.00025004	0	1.28E-04
80	0.00028576	0	1.47E-04
90	0.00032148	0	1.65E-04
100	0.0003572	0	1.83E-04
110	0.00039292	0	2.02E-04
120	0.00042864	0	2.20E-04
130	0.00046436	0	2.39E-04
140	0.00050008	0	2.57E-04
