10	0.55	0	1.89E-01
20	0.155	0	5.33E-02
30	0.092	0	3.16E-02
40	0.0628666667	0	2.16E-02
50	0.0328571429	0	1.13E-02
60	0.0328571429	0	1.13E-02
70	0.0368	0	1.26E-02
80	0.0536666667	0	1.84E-02
90	0.055782	0	1.92E-02
100	0.06198	0	2.13E-02
110	0.068178	0	2.34E-02
120	0.074376	0	2.56E-02
130	0.080574	0	2.77E-02
140	0.086772	0	2.98E-02
